日期,股票代號,股票名稱,股數,持股權重
2025-12-17,2330,台積電,2915000,9.16%
2025-12-17,3711,日月光投控,1582000,0.79%
2025-12-17,6191,精成科,3058000,0.79%
2025-12-17,3533,嘉澤,251000,0.73%
2025-12-17,3515,華擎,1003000,0.54%
2025-12-17,4958,臻鼎-KY,1737000,0.53%
2025-12-17,2354,鴻準,3808000,0.51%
2025-12-17,5347,世界,1815000,0.38%
2025-12-17,3211,順達,505000,0.34%
2025-12-17,3081,聯亞,252000,0.33%
2025-12-17,1319,東陽,671000,0.14%
2025-12-17,2313,華通,3810000,0.79%
2025-12-17,3217,優群,292000,0.1%
2025-12-17,6510,精測,1000,0.01%
2025-12-17,1303,南亞,1000,0%
2025-12-17,2327,國巨*,1000,0%
2025-12-17,2357,華碩,1000,0%
2025-12-17,2439,美律,1000,0%
2025-12-17,2884,玉山金,1010,0%
2025-12-17,3008,大立光,1000,0%
2025-12-17,3045,台灣大,1000,0%
2025-12-17,3583,辛耘,1000,0%
2025-12-17,8996,高力,1000,0%
2025-12-17,3044,健鼎,93000,0.06%
2025-12-17,8299,群聯,333000,0.8%
2025-12-17,6515,穎崴,47000,0.27%
2025-12-17,3715,定穎投控,3460000,0.87%
2025-12-17,8358,金居,1668000,0.87%
2025-12-17,2383,台光電,1848000,6.07%
2025-12-17,6669,緯穎,646000,5.93%
2025-12-17,3017,奇鋐,1879000,5.53%
2025-12-17,2368,金像電,3958000,5.1%
2025-12-17,2308,台達電,2452000,4.79%
2025-12-17,3665,貿聯-KY,1502848,4.74%
2025-12-17,6223,旺矽,894000,4.4%
2025-12-17,3653,健策,642000,3.82%
2025-12-17,6274,台燿,3768000,3.43%
2025-12-17,2317,鴻海,7002000,3.33%
2025-12-17,2345,智邦,2342000,6.1%
2025-12-17,6805,富世達,855000,2.72%
2025-12-17,2454,聯發科,976000,3.06%
2025-12-17,3231,緯創,3091000,0.94%
2025-12-17,2404,漢唐,550000,1.16%
2025-12-17,3661,世芯-KY,210000,1.48%
2025-12-17,5274,信驊,107000,1.53%
2025-12-17,5536,聖暉*,511000,0.89%
2025-12-17,6139,亞翔,1599000,2.07%
2025-12-17,2449,京元電子,4969000,2.35%
2025-12-17,8210,勤誠,1228000,2.41%
2025-12-17,2059,川湖,197000,1.53%
2025-12-18,3081,聯亞,102000,0.13%
2025-12-18,6191,精成科,3088000,0.76%
2025-12-18,3533,嘉澤,252000,0.7%
2025-12-18,5347,世界,2793000,0.58%
2025-12-18,3515,華擎,1004000,0.54%
2025-12-18,4958,臻鼎-KY,1738000,0.52%
2025-12-18,2354,鴻準,3809000,0.5%
2025-12-18,3711,日月光投控,1592000,0.76%
2025-12-18,3211,順達,555000,0.38%
2025-12-18,1319,東陽,1574000,0.32%
2025-12-18,3217,優群,306000,0.11%
2025-12-18,2357,華碩,1000,0%
2025-12-18,6510,精測,2000,0.01%
2025-12-18,1303,南亞,1000,0%
2025-12-18,2327,國巨*,1000,0%
2025-12-18,2439,美律,1000,0%
2025-12-18,2884,玉山金,1010,0%
2025-12-18,3008,大立光,1000,0%
2025-12-18,3045,台灣大,1000,0%
2025-12-18,3583,辛耘,1000,0%
2025-12-18,8996,高力,1000,0%
2025-12-18,2313,華通,3910000,0.77%
2025-12-18,3044,健鼎,143000,0.09%
2025-12-18,5536,聖暉*,512000,0.84%
2025-12-18,6515,穎崴,48000,0.26%
2025-12-18,8358,金居,1668000,0.87%
2025-12-18,6669,緯穎,683000,6.13%
2025-12-18,2383,台光電,1878000,6.06%
2025-12-18,2345,智邦,2357000,5.98%
2025-12-18,3017,奇鋐,1975000,5.77%
2025-12-18,2368,金像電,3988000,5.05%
2025-12-18,3665,貿聯-KY,1532848,4.74%
2025-12-18,2308,台達電,2457000,4.71%
2025-12-18,6223,旺矽,902000,4.28%
2025-12-18,3653,健策,647000,3.69%
2025-12-18,6274,台燿,4034000,3.58%
2025-12-18,2454,聯發科,1168000,3.57%
2025-12-18,2330,台積電,3062000,9.41%
2025-12-18,3715,定穎投控,3510000,0.85%
2025-12-18,6805,富世達,865000,2.7%
2025-12-18,8210,勤誠,1303000,2.48%
2025-12-18,6139,亞翔,1604000,2.01%
2025-12-18,3661,世芯-KY,284000,1.94%
2025-12-18,2449,京元電子,4024000,1.8%
2025-12-18,5274,信驊,125000,1.78%
2025-12-18,2059,川湖,202000,1.53%
2025-12-18,8299,群聯,582000,1.35%
2025-12-18,2404,漢唐,551000,1.13%
2025-12-18,3231,緯創,3101000,0.93%
2025-12-18,2317,鴻海,7032000,3.26%
2025-12-22,2354,鴻準,3809000,0.49%
2025-12-22,4958,臻鼎-KY,1738000,0.52%
2025-12-22,3515,華擎,1004000,0.52%
2025-12-22,5347,世界,2793000,0.56%
2025-12-22,5536,聖暉*,512000,0.81%
2025-12-22,3533,嘉澤,252000,0.69%
2025-12-22,3711,日月光投控,1592000,0.76%
2025-12-22,6191,精成科,3088000,0.76%
2025-12-22,3211,順達,555000,0.39%
2025-12-22,1303,南亞,4519000,0.57%
2025-12-22,1319,東陽,1574000,0.31%
2025-12-22,3583,辛耘,1000,0%
2025-12-22,3217,優群,306000,0.1%
2025-12-22,3044,健鼎,143000,0.09%
2025-12-22,6510,精測,2000,0.01%
2025-12-22,2357,華碩,1000,0%
2025-12-22,2439,美律,1000,0%
2025-12-22,3008,大立光,1000,0%
2025-12-22,3045,台灣大,1000,0%
2025-12-22,3081,聯亞,1000,0%
2025-12-22,2327,國巨*,1000,0%
2025-12-22,2884,玉山金,1010,0%
2025-12-22,8358,金居,1668000,0.86%
2025-12-22,6515,穎崴,48000,0.26%
2025-12-22,8996,高力,1000,0%
2025-12-22,3715,定穎投控,3554960,0.88%
2025-12-22,2313,華通,4685000,0.94%
2025-12-22,6139,亞翔,747000,0.88%
2025-12-22,2330,台積電,3146000,9.54%
2025-12-22,3017,奇鋐,2136000,6.52%
2025-12-22,2383,台光電,1948000,6.45%
2025-12-22,6669,緯穎,683000,6.01%
2025-12-22,2345,智邦,2357000,5.71%
2025-12-22,2308,台達電,2532000,5%
2025-12-22,3665,貿聯-KY,1532848,4.68%
2025-12-22,6223,旺矽,978000,4.57%
2025-12-22,6274,台燿,4557000,4.28%
2025-12-22,3653,健策,647000,3.54%
2025-12-22,2368,金像電,4237000,5.7%
2025-12-22,2454,聯發科,1168000,3.39%
2025-12-22,2317,鴻海,7423000,3.44%
2025-12-22,2404,漢唐,655000,1.26%
2025-12-22,2059,川湖,232000,1.79%
2025-12-22,2449,京元電子,4024000,1.84%
2025-12-22,5274,信驊,134000,1.89%
2025-12-22,3231,緯創,3101000,0.94%
2025-12-22,8299,群聯,965000,2.35%
2025-12-22,8210,勤誠,1403000,2.74%
2025-12-22,6805,富世達,919000,2.94%
2025-12-22,3661,世芯-KY,333000,2.22%
2025-12-23,1319,東陽,1574000,0.31%
2025-12-23,3711,日月光投控,1592000,0.77%
2025-12-23,6191,精成科,3088000,0.75%
2025-12-23,3533,嘉澤,252000,0.67%
2025-12-23,5347,世界,2793000,0.57%
2025-12-23,1303,南亞,4519000,0.55%
2025-12-23,3515,華擎,1004000,0.52%
2025-12-23,4958,臻鼎-KY,1738000,0.51%
2025-12-23,2354,鴻準,3809000,0.48%
2025-12-23,3211,順達,555000,0.38%
2025-12-23,3217,優群,306000,0.1%
2025-12-23,5536,聖暉*,512000,0.8%
2025-12-23,6510,精測,2000,0.01%
2025-12-23,2357,華碩,1000,0%
2025-12-23,8996,高力,1000,0%
2025-12-23,2439,美律,1000,0%
2025-12-23,3008,大立光,1000,0%
2025-12-23,3045,台灣大,1000,0%
2025-12-23,3081,聯亞,1000,0%
2025-12-23,2327,國巨*,1000,0%
2025-12-23,2884,玉山金,1010,0%
2025-12-23,3583,辛耘,1000,0%
2025-12-23,3044,健鼎,143000,0.09%
2025-12-23,8358,金居,1668000,0.86%
2025-12-23,6515,穎崴,48000,0.26%
2025-12-23,6139,亞翔,747000,0.89%
2025-12-23,2330,台積電,3146000,9.63%
2025-12-23,3017,奇鋐,2136000,6.63%
2025-12-23,2383,台光電,1998000,6.63%
2025-12-23,6669,緯穎,683000,5.97%
2025-12-23,2345,智邦,2357000,5.74%
2025-12-23,2368,金像電,4237000,5.67%
2025-12-23,2308,台達電,2532000,4.91%
2025-12-23,3665,貿聯-KY,1532848,4.6%
2025-12-23,6223,旺矽,978000,4.51%
2025-12-23,6274,台燿,4557000,4.36%
2025-12-23,3653,健策,647000,3.61%
2025-12-23,2317,鴻海,7423000,3.42%
2025-12-23,3715,定穎投控,3554960,0.89%
2025-12-23,2454,聯發科,1168000,3.34%
2025-12-23,2313,華通,4685000,0.98%
2025-12-23,2404,漢唐,786000,1.54%
2025-12-23,2059,川湖,232000,1.78%
2025-12-23,2449,京元電子,4024000,1.82%
2025-12-23,3231,緯創,3101000,0.92%
2025-12-23,3661,世芯-KY,333000,2.2%
2025-12-23,8299,群聯,965000,2.33%
2025-12-23,8210,勤誠,1403000,2.75%
2025-12-23,6805,富世達,919000,3.02%
2025-12-23,5274,信驊,134000,1.89%
2025-12-24,3217,優群,306000,0.1%
2025-12-24,5347,世界,2793000,0.57%
2025-12-24,1303,南亞,4519000,0.54%
2025-12-24,4958,臻鼎-KY,1738000,0.52%
2025-12-24,3231,緯創,1550000,0.46%
2025-12-24,2354,鴻準,3209000,0.4%
2025-12-24,3211,順達,555000,0.37%
2025-12-24,1319,東陽,1574000,0.31%
2025-12-24,6515,穎崴,48000,0.26%
2025-12-24,3711,日月光投控,318000,0.15%
2025-12-24,3044,健鼎,143000,0.09%
2025-12-24,3008,大立光,1000,0%
2025-12-24,2357,華碩,1000,0%
2025-12-24,8996,高力,1000,0%
2025-12-24,2439,美律,1000,0%
2025-12-24,3533,嘉澤,252000,0.68%
2025-12-24,3045,台灣大,1000,0%
2025-12-24,6139,亞翔,1000,0%
2025-12-24,3081,聯亞,1000,0%
2025-12-24,2327,國巨*,1000,0%
2025-12-24,2884,玉山金,1010,0%
2025-12-24,3583,辛耘,1000,0%
2025-12-24,6510,精測,2000,0.01%
2025-12-24,6191,精成科,3088000,0.74%
2025-12-24,3515,華擎,854000,0.43%
2025-12-24,3715,定穎投控,3554960,0.87%
2025-12-24,2383,台光電,2037000,7.07%
2025-12-24,3017,奇鋐,2136000,6.58%
2025-12-24,6669,緯穎,683000,5.95%
2025-12-24,2368,金像電,4237000,5.81%
2025-12-24,2345,智邦,2357000,5.76%
2025-12-24,2308,台達電,2532000,4.96%
2025-12-24,3665,貿聯-KY,1532848,4.88%
2025-12-24,6274,台燿,4737000,4.84%
2025-12-24,6223,旺矽,999000,4.73%
2025-12-24,3653,健策,647000,3.65%
2025-12-24,2317,鴻海,7423000,3.41%
2025-12-24,2330,台積電,3146000,9.66%
2025-12-24,6805,富世達,919000,2.99%
2025-12-24,2454,聯發科,1168000,3.31%
2025-12-24,8358,金居,1668000,0.89%
2025-12-24,2313,華通,4685000,0.95%
2025-12-24,2404,漢唐,786000,1.49%
2025-12-24,2059,川湖,232000,1.77%
2025-12-24,5536,聖暉*,512000,0.79%
2025-12-24,5274,信驊,134000,1.88%
2025-12-24,3661,世芯-KY,333000,2.17%
2025-12-24,8299,群聯,965000,2.56%
2025-12-24,2449,京元電子,4024000,1.81%
2025-12-24,8210,勤誠,1403000,2.78%
2025-12-26,3583,辛耘,1000,0%
2025-12-26,6515,穎崴,48000,0.28%
2025-12-26,1319,東陽,1574000,0.31%
2025-12-26,3211,順達,555000,0.37%
2025-12-26,3515,華擎,854000,0.44%
2025-12-26,5347,世界,1368000,0.27%
2025-12-26,3231,緯創,1550000,0.46%
2025-12-26,4958,臻鼎-KY,1738000,0.51%
2025-12-26,1303,南亞,4519000,0.53%
2025-12-26,3715,定穎投控,2198960,0.55%
2025-12-26,2354,鴻準,3209000,0.4%
2025-12-26,3711,日月光投控,318000,0.16%
2025-12-26,6510,精測,2000,0.01%
2025-12-26,3044,健鼎,143000,0.09%
2025-12-26,2357,華碩,1000,0%
2025-12-26,8996,高力,1000,0%
2025-12-26,3008,大立光,1000,0%
2025-12-26,3045,台灣大,1000,0%
2025-12-26,6139,亞翔,1000,0%
2025-12-26,3081,聯亞,1000,0%
2025-12-26,2327,國巨*,1000,0%
2025-12-26,2884,玉山金,1010,0%
2025-12-26,3533,嘉澤,252000,0.66%
2025-12-26,3217,優群,306000,0.1%
2025-12-26,2439,美律,1000,0%
2025-12-26,6191,精成科,3088000,0.73%
2025-12-26,8358,金居,1668000,0.91%
2025-12-26,2330,台積電,3146000,9.68%
2025-12-26,2383,台光電,2037000,6.81%
2025-12-26,3017,奇鋐,2136000,6.61%
2025-12-26,2368,金像電,4237000,6.02%
2025-12-26,6669,緯穎,683000,5.98%
2025-12-26,2345,智邦,2357000,5.83%
2025-12-26,6223,旺矽,1077000,5.18%
2025-12-26,2308,台達電,2532000,4.93%
2025-12-26,3665,貿聯-KY,1532848,4.83%
2025-12-26,6274,台燿,4737000,4.81%
2025-12-26,3653,健策,677000,3.78%
2025-12-26,5536,聖暉*,512000,0.83%
2025-12-26,2454,聯發科,1168000,3.3%
2025-12-26,6805,富世達,939000,3.07%
2025-12-26,8210,勤誠,1453000,2.88%
2025-12-26,8299,群聯,965000,2.58%
2025-12-26,3661,世芯-KY,333000,2.18%
2025-12-26,5274,信驊,134000,1.89%
2025-12-26,2449,京元電子,4024000,1.83%
2025-12-26,2059,川湖,232000,1.74%
2025-12-26,2404,漢唐,786000,1.51%
2025-12-26,2313,華通,4685000,0.94%
2025-12-26,2317,鴻海,7423000,3.41%
2025-12-29,5347,世界,957000,0.18%
2025-12-29,6515,穎崴,48000,0.27%
2025-12-29,1319,東陽,1574000,0.31%
2025-12-29,3211,順達,555000,0.38%
2025-12-29,3715,定穎投控,2198960,0.53%
2025-12-29,3515,華擎,854000,0.43%
2025-12-29,3231,緯創,1550000,0.45%
2025-12-29,4958,臻鼎-KY,1738000,0.5%
2025-12-29,3711,日月光投控,318000,0.16%
2025-12-29,2354,鴻準,3209000,0.4%
2025-12-29,3217,優群,306000,0.1%
2025-12-29,8996,高力,1000,0%
2025-12-29,3008,大立光,1000,0.01%
2025-12-29,6510,精測,2000,0.01%
2025-12-29,2357,華碩,1000,0%
2025-12-29,2439,美律,1000,0%
2025-12-29,3045,台灣大,1000,0%
2025-12-29,6139,亞翔,1000,0%
2025-12-29,3081,聯亞,1000,0%
2025-12-29,2327,國巨*,1000,0%
2025-12-29,2884,玉山金,1010,0%
2025-12-29,1303,南亞,5173000,0.61%
2025-12-29,3044,健鼎,143000,0.09%
2025-12-29,3583,辛耘,1000,0%
2025-12-29,3533,嘉澤,252000,0.66%
2025-12-29,5536,聖暉*,512000,0.8%
2025-12-29,6191,精成科,3088000,0.69%
2025-12-29,2330,台積電,3146000,9.67%
2025-12-29,2383,台光電,2037000,6.86%
2025-12-29,3017,奇鋐,2136000,6.63%
2025-12-29,6669,緯穎,683000,5.97%
2025-12-29,2368,金像電,4237000,5.94%
2025-12-29,2345,智邦,2357000,5.76%
2025-12-29,6223,旺矽,1077000,4.83%
2025-12-29,6274,台燿,4737000,4.78%
2025-12-29,3665,貿聯-KY,1532848,4.64%
2025-12-29,3653,健策,704000,3.86%
2025-12-29,2308,台達電,2532000,4.9%
2025-12-29,2454,聯發科,1168000,3.33%
2025-12-29,2317,鴻海,8100000,3.76%
2025-12-29,8358,金居,1668000,0.91%
2025-12-29,2404,漢唐,786000,1.46%
2025-12-29,2059,川湖,232000,1.76%
2025-12-29,5274,信驊,134000,1.91%
2025-12-29,2313,華通,4685000,0.91%
2025-12-29,3661,世芯-KY,362000,2.47%
2025-12-29,8299,群聯,965000,2.6%
2025-12-29,8210,勤誠,1453000,2.88%
2025-12-29,6805,富世達,939000,3.05%
2025-12-29,2449,京元電子,4024000,1.98%
2025-12-30,3217,優群,306000,0.1%
2025-12-30,3715,定穎投控,2198960,0.54%
2025-12-30,4958,臻鼎-KY,1738000,0.49%
2025-12-30,3231,緯創,1550000,0.46%
2025-12-30,3515,華擎,854000,0.42%
2025-12-30,2354,鴻準,3209000,0.4%
2025-12-30,3211,順達,555000,0.38%
2025-12-30,1319,東陽,1574000,0.31%
2025-12-30,6515,穎崴,48000,0.28%
2025-12-30,5347,世界,957000,0.18%
2025-12-30,3044,健鼎,143000,0.09%
2025-12-30,1303,南亞,5173000,0.61%
2025-12-30,2357,華碩,1000,0%
2025-12-30,8996,高力,1000,0%
2025-12-30,2439,美律,1000,0%
2025-12-30,3008,大立光,1000,0%
2025-12-30,3045,台灣大,1000,0%
2025-12-30,6139,亞翔,1000,0%
2025-12-30,3081,聯亞,1000,0%
2025-12-30,2327,國巨*,1000,0%
2025-12-30,2884,玉山金,1010,0%
2025-12-30,3583,辛耘,1000,0%
2025-12-30,3711,日月光投控,1000,0%
2025-12-30,6510,精測,2000,0.01%
2025-12-30,3533,嘉澤,252000,0.65%
2025-12-30,2454,聯發科,1168000,3.34%
2025-12-30,5536,聖暉*,512000,0.8%
2025-12-30,2330,台積電,3146000,9.62%
2025-12-30,2383,台光電,2037000,6.74%
2025-12-30,3017,奇鋐,2136000,6.58%
2025-12-30,6669,緯穎,683000,6.04%
2025-12-30,2368,金像電,4237000,5.9%
2025-12-30,2345,智邦,2357000,5.64%
2025-12-30,2308,台達電,2532000,4.9%
2025-12-30,3665,貿聯-KY,1532848,4.64%
2025-12-30,6274,台燿,4762000,4.63%
2025-12-30,3653,健策,712000,3.95%
2025-12-30,2317,鴻海,8100000,3.72%
2025-12-30,6223,旺矽,1077000,4.91%
2025-12-30,6805,富世達,939000,3.07%
2025-12-30,6191,精成科,3088000,0.68%
2025-12-30,2313,華通,4685000,0.92%
2025-12-30,2404,漢唐,786000,1.44%
2025-12-30,2059,川湖,232000,1.77%
2025-12-30,2449,京元電子,4024000,1.97%
2025-12-30,8358,金居,1668000,0.91%
2025-12-30,8299,群聯,965000,2.6%
2025-12-30,3661,世芯-KY,386000,2.71%
2025-12-30,8210,勤誠,1453000,2.92%
2025-12-30,5274,信驊,134000,2.04%
2025-12-31,3217,優群,306000,0.1%
2025-12-31,3715,定穎投控,1982960,0.5%
2025-12-31,4958,臻鼎-KY,1738000,0.49%
2025-12-31,3231,緯創,1550000,0.46%
2025-12-31,3515,華擎,854000,0.42%
2025-12-31,2354,鴻準,3209000,0.39%
2025-12-31,3211,順達,555000,0.37%
2025-12-31,1319,東陽,1574000,0.3%
2025-12-31,6515,穎崴,48000,0.27%
2025-12-31,5347,世界,957000,0.18%
2025-12-31,3044,健鼎,143000,0.09%
2025-12-31,3711,日月光投控,1000,0%
2025-12-31,2357,華碩,1000,0%
2025-12-31,8996,高力,1000,0%
2025-12-31,2439,美律,1000,0%
2025-12-31,3008,大立光,1000,0%
2025-12-31,3045,台灣大,1000,0%
2025-12-31,6139,亞翔,1000,0%
2025-12-31,3081,聯亞,1000,0%
2025-12-31,2327,國巨*,1000,0%
2025-12-31,2884,玉山金,1010,0%
2025-12-31,3583,辛耘,1000,0%
2025-12-31,1303,南亞,5173000,0.62%
2025-12-31,6510,精測,2000,0.01%
2025-12-31,3533,嘉澤,252000,0.65%
2025-12-31,6191,精成科,3088000,0.69%
2025-12-31,5536,聖暉*,512000,0.79%
2025-12-31,2383,台光電,2037000,6.66%
2025-12-31,3017,奇鋐,2136000,6.41%
2025-12-31,6669,緯穎,693000,6.17%
2025-12-31,2368,金像電,4237000,5.78%
2025-12-31,2345,智邦,2357000,5.55%
2025-12-31,2308,台達電,2532000,4.84%
2025-12-31,6223,旺矽,1077000,4.81%
2025-12-31,6274,台燿,4827000,4.74%
2025-12-31,3665,貿聯-KY,1532848,4.63%
2025-12-31,3653,健策,743000,4.05%
2025-12-31,2317,鴻海,8100000,3.71%
2025-12-31,2330,台積電,3146000,9.69%
2025-12-31,6805,富世達,996000,3.21%
2025-12-31,8210,勤誠,1478000,2.95%
2025-12-31,3661,世芯-KY,408000,2.84%
2025-12-31,8299,群聯,965000,2.78%
2025-12-31,2449,京元電子,4024000,1.98%
2025-12-31,5274,信驊,134000,1.93%
2025-12-31,2059,川湖,232000,1.73%
2025-12-31,2404,漢唐,786000,1.48%
2025-12-31,8358,金居,1668000,0.92%
2025-12-31,2313,華通,4685000,0.87%
2025-12-31,2454,聯發科,1168000,3.32%
2026-01-02,5347,世界,958000,0.17%
2026-01-02,3231,緯創,550000,0.17%
2026-01-02,6515,穎崴,51000,0.29%
2026-01-02,1319,東陽,1575000,0.3%
2026-01-02,3715,定穎投控,2002960,0.5%
2026-01-02,3515,華擎,717000,0.35%
2026-01-02,3211,順達,570000,0.37%
2026-01-02,4958,臻鼎-KY,1739000,0.48%
2026-01-02,2327,國巨*,339000,0.16%
2026-01-02,2354,鴻準,2567000,0.31%
2026-01-02,3217,優群,326000,0.1%
2026-01-02,2357,華碩,2000,0%
2026-01-02,3008,大立光,3000,0.02%
2026-01-02,6510,精測,2000,0.01%
2026-01-02,3044,健鼎,1000,0%
2026-01-02,2439,美律,2000,0%
2026-01-02,3045,台灣大,2000,0%
2026-01-02,3081,聯亞,1000,0%
2026-01-02,2884,玉山金,2010,0%
2026-01-02,3583,辛耘,2000,0%
2026-01-02,3711,日月光投控,2000,0%
2026-01-02,6139,亞翔,470000,0.52%
2026-01-02,8996,高力,51000,0.06%
2026-01-02,1303,南亞,5323000,0.59%
2026-01-02,3533,嘉澤,253000,0.64%
2026-01-02,2330,台積電,3176000,9.8%
2026-01-02,2383,台光電,2077000,6.43%
2026-01-02,6669,緯穎,710000,6.19%
2026-01-02,3017,奇鋐,2166000,6.14%
2026-01-02,2345,智邦,2377000,5.3%
2026-01-02,2368,金像電,4078000,5.11%
2026-01-02,2308,台達電,2602000,5.04%
2026-01-02,6223,旺矽,1103000,4.85%
